index,name,MLE,std_error,ci_lower_95,ci_upper_95
0,theta_0,-0.46747770550353407,107.50414503547212,-1.0,2.0
1,theta_1,0.48146412353660484,394.9621361352212,-1.0,2.0
2,theta_2,-0.17955055651562568,884.5593567048359,-1.0,2.0
3,theta_3,0.7126844135507485,5.161850719108132,0.0,3.0
4,theta_4,0.0,5.161850719108132,0.0,3.0
5,theta_5,-1.0,0.01402406503615329,-1.0,-0.9725133376122922
8,theta_8,0.7126844135507485,5.161850719108132,0.0,3.0
10,theta_10,0.8281593194561755,31.213162208014975,-1.0,2.0
12,theta_12,-0.3642758177695517,221.43684271011435,-1.0,2.0
